Delito,SubDelito,Fecha,Victima,SubVictima,Edad,Sexo,Nacionalidad,Provincia,Canton,Distrito,
ROBO DE VEHICULO,DESCUIDO,2025-05-12,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SAN PABLO,
ROBO DE VEHICULO,DESCUIDO,2025-05-16,18:00:00 - 20:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,NICARAGUA,HEREDIA,HEREDIA,
ROBO DE VEHICULO,DESCUIDO,2025-05-14,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO DE VEHICULO,DESCUIDO,2025-05-18,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,MONTES DE OCA,
ROBO DE VEHICULO,DESCUIDO,2025-05-18,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO DE VEHICULO,DESCUIDO,2025-05-19,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO DE VEHICULO,DESCUIDO,2025-05-18,21:00:00 - 23:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ROBO DE VEHICULO,DESCUIDO,2025-05-19,03:00:00 - 05:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,CHINA,LIMON,POCOCI,
ROBO DE VEHICULO,DESCUIDO,2025-05-19,00:00:00 - 02:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,EL SALVADOR,ALAJUELA,SAN RAMON,
ROBO DE VEHICULO,DESCUIDO,2025-01-21,00:00:00 - 02:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Desconocido,HOMBRE,Desconocido,ALAJUELA,DESCONOCIDO,
ROBO DE VEHICULO,DESCUIDO,2025-05-21,06:00:00 - 08:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,ESPARZA,
ROBO DE VEHICULO,DESCUIDO,2025-05-16,21:00:00 - 23:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
ROBO DE VEHICULO,DESCUIDO,2025-05-22,03:00:00 - 05:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ROBO DE VEHICULO,DESCUIDO,2025-05-23,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
ROBO DE VEHICULO,DESCUIDO,2025-05-25,03:00:00 - 05:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ROBO DE VEHICULO,DESCUIDO,2025-05-28,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
ROBO DE VEHICULO,DESCUIDO,2025-05-28,15:00:00 - 17:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN RAMON,
ROBO DE VEHICULO,DESCUIDO,2025-05-30,03:00:00 - 05:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ROBO DE VEHICULO,DESCUIDO,2025-05-30,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ROBO DE VEHICULO,DESCUIDO,2025-06-01,18:00:00 - 20:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,MUJER,COSTA RICA,LIMON,TALAMANCA,
ROBO DE VEHICULO,DESCUIDO,2025-05-19,15:00:00 - 17:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ROBO DE VEHICULO,DESCUIDO,2025-05-28,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,CURRIDABAT,
HURTO,CARTERISTA,2025-06-15,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-25,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,LITUANIA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-26,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-27,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,CARTAGO,CARTAGO,
HURTO,CARTERISTA,2025-06-28,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,CARTERISTA,2025-06-29,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-29,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-30,06:00:00 - 08:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,MUJER,COSTA RICA,LIMON,MATINA,
HURTO,CARTERISTA,2025-06-29,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-01,12:00:00 - 14:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-02,03:00:00 - 05:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Desconocido,MUJER,ESTADOS UNIDOS,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-29,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-05,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,CARTAGO,
HURTO,CARTERISTA,2025-07-03,12:00:00 - 14:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,GRECIA,
HURTO,CARTERISTA,2025-07-05,12:00:00 - 14:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-05,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
HURTO,CARTERISTA,2025-07-17,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-17,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2025-07-18,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-30,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,DESAMPARADOS,
HURTO,CARTERISTA,2025-07-23,15:00:00 - 17:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,CARTERISTA,2025-07-23,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-24,00:00:00 - 02:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-26,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-07-19,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-01-19,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-01-19,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,SANTA CRUZ,
HURTO,CARTERISTA,2025-01-19,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,INGLATERRA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-01-18,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
HURTO,CARTERISTA,2025-01-18,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,PALMARES,
HURTO,CARTERISTA,2025-01-16,06:00:00 - 08:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2025-01-18,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,SANTA CRUZ,
HURTO,CARTERISTA,2025-01-22,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-01-20,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
HURTO,CARTERISTA,2025-01-26,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,ALEMANIA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-01-20,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-01-29,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Adulto Mayor,MUJER,NICARAGUA,GUANACASTE,TILARAN,
HURTO,CARTERISTA,2025-01-16,18:00:00 - 20:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,ALAJUELA,
HURTO,CARTERISTA,2025-02-01,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-02-02,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
HURTO,CARTERISTA,2025-02-02,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
HURTO,CARTERISTA,2025-02-03,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-02-02,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
HURTO,CARTERISTA,2025-02-03,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-02-07,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Adulto Mayor,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-02-07,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-02-08,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,BELEN,
HURTO,CARTERISTA,2025-02-07,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-02-07,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Adulto Mayor,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,CARTERISTA,2025-02-10,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-04-24,12:00:00 - 14:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,CARTERISTA,2025-04-24,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,MONTES DE OCA,
HURTO,CARTERISTA,2025-04-26,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-04-25,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-04,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-04-24,15:00:00 - 17:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2025-05-08,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-03,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-09,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-09,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-04-26,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-04-17,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
HURTO,CARTERISTA,2025-05-17,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-05,09:00:00 - 11:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
HURTO,CARTERISTA,2025-05-18,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-24,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-23,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,Desconocido,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-29,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-28,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2025-05-29,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-05-28,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2025-05-30,15:00:00 - 17:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-01,21:00:00 - 23:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2025-06-02,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,CARTAGO,
HURTO,CARTERISTA,2025-06-07,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,ESCALAMIENTO,2025-04-11,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,SANTA CRUZ,
ROBO,ESCALAMIENTO,2025-04-22,12:00:00 - 14:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
ROBO,ESCALAMIENTO,2025-04-24,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
ROBO,ESCALAMIENTO,2025-04-25,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,LA UNION,
ROBO,ESCALAMIENTO,2025-05-05,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,EL GUARCO,
ROBO,ESCALAMIENTO,2025-05-08,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MONTES DE OCA,
ROBO,ESCALAMIENTO,2025-05-13,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
ROBO,ESCALAMIENTO,2025-05-16,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,COTO BRUS,
ROBO,ESCALAMIENTO,2025-05-18,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,CURRIDABAT,
ROBO,ESCALAMIENTO,2025-04-18,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,SANTO DOMINGO,
ROBO,ESCALAMIENTO,2025-05-28,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,GRECIA,
ROBO,ESCALAMIENTO,2025-05-31,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,ITALIA,SAN JOSE,MONTES DE OCA,
ROBO,ESCALAMIENTO,2025-06-02,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,GRECIA,
ROBO,ESCALAMIENTO,2025-06-02,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,ESCALAMIENTO,2025-06-04,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
ROBO,ESCALAMIENTO,2025-06-07,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,ESCALAMIENTO,2025-06-07,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
ROBO,ESCALAMIENTO,2025-05-25,00:00:00 - 02:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Desconocido,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
ROBO,ESCALAMIENTO,2025-06-17,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,ESPARZA,
ROBO,ESCALAMIENTO,2025-06-19,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,PARAISO,
ROBO,ESCALAMIENTO,2025-06-22,09:00:00 - 11:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,MUJER,COSTA RICA,GUANACASTE,NICOYA,
ROBO,ESCALAMIENTO,2025-07-23,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,BELEN,
ROBO,ESCALAMIENTO,2025-07-24,09:00:00 - 11:59:59,EDIFICACION,SERVICIOS SOCIALES [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,CARTAGO,CARTAGO,
ROBO,ESCALAMIENTO,2025-08-03,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ASERRI,
ROBO,ESCALAMIENTO,2025-07-14,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,BELGICA,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-04-04,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-04-04,03:00:00 - 05:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-04-06,06:00:00 - 08:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ASERRI,
HURTO,POR DESCUIDO,2025-04-04,09:00:00 - 11:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
HURTO,POR DESCUIDO,2025-04-07,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,ESTADOS UNIDOS,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-04-06,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,CUBA,SAN JOSE,ESCAZU,
HURTO,POR DESCUIDO,2025-04-07,09:00:00 - 11:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,ARGENTINA,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-04-09,12:00:00 - 14:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-03-31,21:00:00 - 23:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-04-07,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,MUJER,COSTA RICA,ALAJUELA,GRECIA,
HURTO,POR DESCUIDO,2025-04-13,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,QUEPOS,
HURTO,POR DESCUIDO,2025-04-12,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-04-14,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,Desconocido,GUANACASTE,HOJANCHA,
HURTO,POR DESCUIDO,2025-04-15,09:00:00 - 11:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,CANAS,
HURTO,POR DESCUIDO,2025-04-15,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2025-04-15,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,LOS CHILES,
HURTO,POR DESCUIDO,2025-04-10,15:00:00 - 17:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,MUJER,CHINA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-03-26,06:00:00 - 08:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-04-20,03:00:00 - 05:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,DESCONOCIDO,ALEMANIA,PUNTARENAS,PUERTO JIM&#201;NEZ,
HURTO,POR DESCUIDO,2025-04-19,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
